Numero de Solicitud,Gerencia,Estado,Fecha AutorizaciOn,Fecha de Cierre Cancelacion,Rango Ponderacion,Puntaje,Esfuerzo,Grupo Principal de Desarrollo,Fecha Asignacion
SOL000650,CANALES,Validacion,27/08/2019,,Alto,5.91,,TARJETAS AGIL,
SOL000649,CONTADURIA,Cerrado,27/08/2019,03/09/2019,Bajo,1.41,,GECON,29/08/2019
SOL000648,PRODUCTOS,Desarrollo,27/08/2019,,Medio Alto,3.91,,SUCURSALES BACK END,16/09/2019
SOL000647,PRODUCTOS,Asignado,27/08/2019,,Medio Alto,3.98,,ATM / IB / BE,09/09/2019
SOL000646,PRODUCTOS,Asignado,27/08/2019,,Alto,6.17,,CUENTAS Y PLAZO FIJO,27/08/2019
SOL000645,GESTION DE LAS PERSONAS,Asignado,27/08/2019,,Muy Bajo,0.18,M,INTRANET,28/08/2019
SOL000644,GESTION DE LAS PERSONAS,Asignado,27/08/2019,,Muy Bajo,0.18,S,INTRANET,28/08/2019
SOL000643,CANALES,Cerrado,27/08/2019,16/09/2019,Bajo,1.2,XS,CRM,05/09/2019
SOL000642,GESTION DE LAS PERSONAS,Asignado,27/08/2019,,Muy Bajo,0.18,M,INTRANET,28/08/2019
SOL000641,GESTION DE LAS PERSONAS,Cerrado,27/08/2019,18/09/2019,Bajo,0.9,S,META 4,04/09/2019
SOL000640,COMERCIO EXTERIOR,Cerrado,26/08/2019,03/09/2019,Muy Bajo,0,,COMERCIO EXTERIOR,27/08/2019
SOL000639,CANALES,Cerrado,26/08/2019,16/09/2019,Muy Bajo,0,XS,CRM,27/08/2019
SOL000638,BANCA INSTITUCIONAL,Cerrado,26/08/2019,23/09/2019,Medio Bajo,2.03,S,PAGOS Y SERVICIOS,02/09/2019
SOL000637,COMERCIO EXTERIOR,Cerrado,26/08/2019,,Bajo,0.64,,COMERCIO EXTERIOR,27/08/2019
SOL000636,PROCESOS Y ORGANIZACION,Cerrado,26/08/2019,03/09/2019,Medio Bajo,1.95,,TAS,28/08/2019
SOL000635,RECUPERO DE DEUDAS,Cancelado,23/08/2019,27/08/2019,Medio Bajo,1.7,,JUREX,
SOL000634,PRODUCTOS EMPRESAS,Asignado,23/08/2019,,Medio Bajo,1.77,,SUCURSALES BACK END,09/09/2019
SOL000633,MERCADO DE CAPITALES,Prueba,23/08/2019,,Medio Bajo,2.97,,INFRAESTRUCTURA Y SERVICIOS,27/08/2019
SOL000632,ADMINISTRACION,Desarrollo,23/08/2019,,Bajo,0.64,,CAPRI,27/08/2019
SOL000631,CONTADURIA,Cerrado,23/08/2019,05/09/2019,Muy Bajo,0.22,S,CONTABILIDAD,26/08/2019
SOL000630,PRODUCTOS EMPRESAS,Desarrollo,23/08/2019,,Medio Bajo,2.18,S,GARANTIAS,19/09/2019
SOL000629,CANALES,Cerrado,23/08/2019,16/09/2019,Medio Bajo,1.8,M,CRM,27/08/2019
SOL000628,CONTADURIA,Desarrollo,23/08/2019,,Bajo,1.42,L,REGIMENES INFORMATIVOS,26/08/2019
SOL000627,SEGMENTOS,Asignado,23/08/2019,,Medio Alto,3.1,,PAQUETES,03/09/2019
SOL000626,CONTADURIA,Prueba,22/08/2019,,Bajo,1.05,,A2180,23/08/2019
SOL000625,CONTADURIA,Cerrado,22/08/2019,11/09/2019,Muy Bajo,0.5,,GECON,26/08/2019
SOL000624,CANALES,Cerrado,22/08/2019,16/09/2019,Medio Alto,3.82,,CRM,27/08/2019
SOL000623,PROCESOS Y ORGANIZACION,Validacion,21/08/2019,,Medio Bajo,2.04,,CONTRATACIONES,
SOL000622,PRODUCTOS EMPRESAS,En Redefinicion,21/08/2019,,Medio Bajo,2.26,,INTRANET,
SOL000621,SOPORTE DEL NEGOCIO,Asignado,21/08/2019,,Medio Bajo,2.35,,MEDIOS DE PAGOS,23/08/2019
SOL000620,BANCA INSTITUCIONAL,Desarrollo,21/08/2019,,Alto,5.09,L,PAGOS Y SERVICIOS,22/08/2019
SOL000619,PRODUCTOS EMPRESAS,Cerrado,21/08/2019,16/09/2019,Medio Bajo,2.1,,GARANTIAS,21/08/2019
SOL000618,COMERCIO EXTERIOR,Cerrado,21/08/2019,,Muy Bajo,0,,COMERCIO EXTERIOR,22/08/2019
SOL000617,PROCESOS Y ORGANIZACION,Ingresado,21/08/2019,,Medio Alto,3.21,,,
SOL000616,PROCESOS Y ORGANIZACION,Prueba,21/08/2019,,Medio Bajo,2.32,,INFRAESTRUCTURA Y SERVICIOS,22/08/2019
SOL000615,BANCA HIPOTECARIA,Cerrado,20/08/2019,25/09/2019,Bajo,1.23,S,PRESTAMOS,26/08/2019
SOL000614,CONTADURIA,Prueba,20/08/2019,,Bajo,0.87,M,SISCENES,28/08/2019
SOL000613,ASUNTOS JUDICIALES,Desarrollo,20/08/2019,,Muy Bajo,0,S,JUREX,21/08/2019
SOL000612,ASUNTOS JUDICIALES,Cerrado,20/08/2019,26/08/2019,Muy Bajo,0.5,S,JUREX,21/08/2019
SOL000611,CONTADURIA,Asignado,20/08/2019,,Bajo,1.42,M,REGIMENES INFORMATIVOS,28/08/2019
SOL000610,ASUNTOS JUDICIALES,Cerrado,20/08/2019,22/08/2019,Muy Bajo,0.5,S,JUREX,21/08/2019
SOL000609,ASUNTOS JUDICIALES,Cerrado,20/08/2019,22/08/2019,Bajo,0.68,,JUREX,21/08/2019
SOL000608,CONTADURIA,Cerrado,16/08/2019,06/09/2019,Bajo,0.66,S,CONTABILIDAD,20/08/2019
SOL000607,CONTADURIA,Desarrollo,16/08/2019,,Bajo,1.33,,A2180,22/08/2019
SOL000606,CONTADURIA,Cerrado,16/08/2019,03/09/2019,Muy Bajo,0.22,S,CONTABILIDAD,20/08/2019
SOL000605,CONTADURIA,Cerrado,16/08/2019,27/08/2019,Bajo,0.55,S,CONTABILIDAD,20/08/2019
SOL000604,COMERCIO EXTERIOR,Cerrado,15/08/2019,21/08/2019,Muy Bajo,0,,COMERCIO EXTERIOR,21/08/2019
SOL000603,SISTEMAS DE INFORMACION,Desarrollo,15/08/2019,,Medio Bajo,1.6,S,SISTEMA DE GESTION INTERNA,20/08/2019
SOL000602,PRODUCTOS,Asignado,15/08/2019,,Muy Bajo,0.45,M,SISTEMA DE GESTION INTERNA,06/09/2019
SOL000601,GESTION DE LAS PERSONAS,Asignado,15/08/2019,,Medio Bajo,2.34,M,INTRANET,10/09/2019
SOL000600,RECUPERO DE DEUDAS,Asignado,15/08/2019,,Medio Bajo,1.84,M,MORA EMERIX,20/08/2019
SOL000599,GESTION DE RIESGOS,Desarrollo,14/08/2019,,Bajo,1.4,,SISTEMA DE GESTION INTERNA,14/08/2019
SOL000598,PRODUCTOS,Cerrado,14/08/2019,,Medio Bajo,1.89,,BIP CANAL,15/08/2019
SOL000597,SOPORTE DEL NEGOCIO,Desarrollo,14/08/2019,,Alto,6.77,,MEDIOS DE PAGOS,15/08/2019
SOL000596,ADMINISTRACION,Desarrollo,14/08/2019,,Medio Alto,3.53,,CAPRI,22/08/2019
SOL000595,TESORERIA GENERAL,Desarrollo,13/08/2019,,Bajo,0.64,,TESORERIA,14/08/2019
SOL000594,PROTECCION DE ACTIVOS DE INFORMACION,Desarrollo,13/08/2019,,Medio Bajo,2.35,S,ATM / IB / BE,16/08/2019
SOL000593,CONTADURIA,Cerrado,13/08/2019,23/08/2019,Bajo,1.42,M,REGIMENES INFORMATIVOS,14/08/2019
SOL000592,MERCADO DE CAPITALES,Cerrado,13/08/2019,,Medio Alto,3.12,,BIP CANAL,22/08/2019
SOL000591,MERCADO DE CAPITALES,Cancelado,13/08/2019,13/08/2019,Medio Alto,3.12,,,
SOL000590,RECUPERO DE DEUDAS,Prueba,13/08/2019,,Medio Bajo,2.69,S,PRESTAMOS,17/09/2019
SOL000589,RECUPERO DE DEUDAS,Asignado,12/08/2019,,Medio Alto,3.37,,INTRANET,20/09/2019
SOL000588,SOPORTE DEL NEGOCIO,Asignado,12/08/2019,,Medio Bajo,2.84,M,PAGOS Y SERVICIOS,21/08/2019
SOL000587,PRODUCTOS,Validacion,09/08/2019,,Medio Alto,4.56,,BIP CANAL,
SOL000586,PRODUCTOS,Validacion,09/08/2019,,Medio Bajo,3,,,
SOL000585,GESTION DE RIESGOS,Cancelado,09/08/2019,13/08/2019,Medio Bajo,2.1,,REGIMENES INFORMATIVOS,
SOL000584,PRODUCTOS EMPRESAS,Asignado,08/08/2019,,Medio Alto,4.02,,ADHESION DE COMERCIOS,05/09/2019
SOL000583,CONTADURIA,Cerrado,08/08/2019,04/10/2019,Bajo,1.42,L,REGIMENES INFORMATIVOS,28/08/2019
SOL000582,RECUPERO DE DEUDAS,Asignado,15/08/2019,,Medio Alto,3.5,,MORA EMERIX,06/09/2019
SOL000581,PROCESOS Y ORGANIZACION,Desarrollo,08/08/2019,,Medio Bajo,1.58,,ATM / IB / BE,08/08/2019
SOL000580,BANCA INSTITUCIONAL,Cerrado,07/08/2019,02/10/2019,Medio Alto,4.51,XS,PAGOS Y SERVICIOS,12/08/2019
SOL000579,BANCA INSTITUCIONAL,Cerrado,07/08/2019,21/08/2019,Alto,5.87,,PAGOS Y SERVICIOS,07/08/2019
SOL000578,GESTION DE RIESGOS,Prueba,07/08/2019,,Medio Bajo,1.55,M,REGIMENES INFORMATIVOS,08/08/2019
SOL000577,PRODUCTOS,Asignado,07/08/2019,,Medio Alto,3.62,,BIP CANAL,12/08/2019
SOL000576,CONTADURIA,Desarrollo,06/08/2019,,Bajo,0.54,,CONTABILIDAD,20/08/2019
SOL000575,PROCESOS Y ORGANIZACION,Prueba,06/08/2019,,Bajo,1.04,,BIP SUCURSALES,08/08/2019
SOL000574,PROCESOS Y ORGANIZACION,Cerrado,06/08/2019,,Medio Bajo,1.56,,BIP CANAL,07/08/2019
SOL000573,SOPORTE DEL NEGOCIO,Cerrado,05/08/2019,02/09/2019,Muy Bajo,0.46,XS,INTRANET,08/08/2019
SOL000572,PREVENCION DEL LAVADO DE ACTIVOS,Desarrollo,05/08/2019,,Bajo,1.12,,PREVENCION LAVADO DE ACTIVOS,05/08/2019
SOL000571,CANALES,Asignado,02/08/2019,,Alto,6.15,,BIP SUCURSALES,22/08/2019
SOL000570,SOPORTE DEL NEGOCIO,Asignado,01/08/2019,,Medio Bajo,2.51,M,PAGOS Y SERVICIOS,16/08/2019
SOL000569,CONTADURIA,Cerrado,31/07/2019,14/08/2019,Bajo,1.42,S,REGIMENES INFORMATIVOS,05/08/2019
SOL000568,GESTION DE LAS PERSONAS,Cancelado,31/07/2019,28/08/2019,Bajo,1.14,,,
SOL000567,PRODUCTOS,Desarrollo,31/07/2019,,Medio Bajo,1.57,,BIP CANAL,20/08/2019
SOL000566,PROCESOS Y ORGANIZACION,Asignado,30/07/2019,,Medio Bajo,1.94,,MORA EMERIX,02/08/2019
SOL000565,PROCESOS Y ORGANIZACION,Asignado,30/07/2019,,Medio Bajo,2.64,,ATM / IB / BE,25/09/2019
SOL000564,CONTADURIA,Cerrado,30/07/2019,,Bajo,1.42,S,REGIMENES INFORMATIVOS,30/07/2019
SOL000563,CONTADURIA,Cerrado,29/07/2019,06/09/2019,Bajo,1.42,S,REGIMENES INFORMATIVOS,30/07/2019
SOL000562,CONTADURIA,Cerrado,29/07/2019,06/09/2019,Bajo,1.42,S,REGIMENES INFORMATIVOS,30/07/2019
SOL000561,PROCESOS Y ORGANIZACION,Cerrado,26/07/2019,11/09/2019,Medio Bajo,2.6,,CONTRATACIONES,07/08/2019
SOL000560,CONTADURIA,Cerrado,26/07/2019,08/08/2019,Bajo,1.42,S,REGIMENES INFORMATIVOS,30/07/2019
SOL000559,TESORERIA GENERAL,Prueba,26/07/2019,,Medio Bajo,2.82,S,SISTEMA DE GESTION INTERNA,08/08/2019
SOL000558,PRODUCTOS,En Redefinicion,26/07/2019,,Medio Bajo,2.62,,,
SOL000557,BANCA INSTITUCIONAL,Validacion,02/08/2019,,Medio Bajo,2.97,,TARJETAS AGIL,
SOL000556,COMERCIO EXTERIOR,Prueba,25/07/2019,,Medio Bajo,2.4,,COMERCIO EXTERIOR,26/07/2019
SOL000555,COMERCIO EXTERIOR,Cerrado,25/07/2019,13/08/2019,Muy Bajo,0,,COMERCIO EXTERIOR,26/07/2019
SOL000554,COMERCIO EXTERIOR,Asignado,25/07/2019,,Muy Bajo,0,M,COMERCIO EXTERIOR,26/07/2019
SOL000553,COMERCIO EXTERIOR,Asignado,25/07/2019,,Muy Bajo,0,M,COMERCIO EXTERIOR,26/07/2019
SOL000552,COMERCIO EXTERIOR,Cerrado,25/07/2019,13/08/2019,Muy Bajo,0,,COMERCIO EXTERIOR,26/07/2019
SOL000551,COMERCIO EXTERIOR,Cerrado,25/07/2019,13/08/2019,Muy Bajo,0,,COMERCIO EXTERIOR,26/07/2019
SOL000550,COMERCIO EXTERIOR,Cerrado,25/07/2019,13/08/2019,Muy Bajo,0,,COMERCIO EXTERIOR,26/07/2019
SOL000549,COMERCIO EXTERIOR,Desarrollo,25/07/2019,,Muy Bajo,0,L,COMERCIO EXTERIOR,26/07/2019
SOL000548,COMERCIO EXTERIOR,Desarrollo,25/07/2019,,Muy Bajo,0,S,COMERCIO EXTERIOR,26/07/2019
SOL000547,COMERCIO EXTERIOR,Desarrollo,25/07/2019,,Muy Bajo,0,M,COMERCIO EXTERIOR,26/07/2019
SOL000546,COMERCIO EXTERIOR,Asignado,25/07/2019,,Medio Bajo,1.69,L,COMERCIO EXTERIOR,26/07/2019
SOL000545,GESTION DE RIESGOS,Cerrado,25/07/2019,10/09/2019,Medio Bajo,1.78,L,CAPITALES MINIMOS,29/07/2019
SOL000544,COMERCIO EXTERIOR,Cerrado,25/07/2019,13/08/2019,Muy Bajo,0,S,COMERCIO EXTERIOR,25/07/2019
SOL000543,COMERCIO EXTERIOR,Asignado,25/07/2019,,Muy Bajo,0,M,COMERCIO EXTERIOR,25/07/2019
SOL000542,COMERCIO EXTERIOR,Asignado,25/07/2019,,Bajo,0.85,XL,COMERCIO EXTERIOR,25/07/2019
SOL000541,COMERCIO EXTERIOR,Desarrollo,25/07/2019,,Muy Bajo,0,M,COMERCIO EXTERIOR,25/07/2019
SOL000540,COMERCIO EXTERIOR,Cerrado,25/07/2019,13/08/2019,Muy Bajo,0,,COMERCIO EXTERIOR,25/07/2019
SOL000539,COMERCIO EXTERIOR,Cerrado,25/07/2019,13/08/2019,Bajo,0.98,,COMERCIO EXTERIOR,25/07/2019
SOL000538,PROCESOS Y ORGANIZACION,Asignado,25/07/2019,,Medio Bajo,2.45,,BIP CANAL,25/07/2019
SOL000537,PRODUCTOS,Desarrollo,24/07/2019,,Bajo,1.25,,BIP CANAL,08/08/2019
SOL000536,GESTION DE LAS PERSONAS,Cerrado,24/07/2019,22/08/2019,Bajo,0.96,S,META 4,31/07/2019
SOL000535,SOPORTE DEL NEGOCIO,Desarrollo,24/07/2019,,Medio Alto,4.32,,SISTEMA DE GESTION INTERNA,19/09/2019
SOL000534,SOPORTE DEL NEGOCIO,Desarrollo,24/07/2019,,Medio Alto,4.32,M,SISTEMA DE GESTION INTERNA,02/09/2019
SOL000533,SOPORTE DEL NEGOCIO,Cerrado,24/07/2019,12/09/2019,Muy Bajo,0.18,XL,MEDIOS DE PAGOS,24/07/2019
SOL000532,PRODUCTOS,Cerrado,23/07/2019,26/08/2019,Medio Bajo,2.85,S,PRESTAMOS,01/08/2019
SOL000531,RECUPERO DE DEUDAS,Validacion,23/07/2019,,Alto,6.91,,COBRANZAS,
SOL000530,PRODUCTOS,En Redefinicion,23/07/2019,,Medio Alto,4.2,,BIP CANAL,
SOL000529,CONTADURIA,Cerrado,22/07/2019,01/08/2019,Bajo,1.42,S,REGIMENES INFORMATIVOS,24/07/2019
SOL000528,CONTADURIA,Cerrado,22/07/2019,06/09/2019,Bajo,1.42,M,REGIMENES INFORMATIVOS,24/07/2019
SOL000527,COMERCIO EXTERIOR,Cerrado,22/07/2019,13/08/2019,Bajo,1.5,,COMERCIO EXTERIOR,22/07/2019
SOL000526,PRODUCTOS EMPRESAS,Desarrollo,22/07/2019,,Alto,6.14,,CHEQUES Y DESCUENTO DE DOCUMENTOS,22/07/2019
SOL000525,CONTADURIA,Desarrollo,22/07/2019,,Bajo,0.66,,CONTABILIDAD,22/07/2019
SOL000524,NEGOCIOS FINANCIEROS,Asignado,19/07/2019,,Bajo,0.64,,OPERACIONES FINANCIERAS,19/07/2019
SOL000523,CONTADURIA,Cerrado,18/07/2019,31/07/2019,Medio Bajo,1.63,S,IMPUESTOS,19/07/2019
SOL000522,CONTADURIA,Cerrado,18/07/2019,01/08/2019,Bajo,1.45,S,IMPUESTOS,19/07/2019
SOL000521,CONTADURIA,Cerrado,15/07/2019,01/08/2019,Bajo,1.42,M,REGIMENES INFORMATIVOS,24/07/2019
SOL000520,ASUNTOS JUDICIALES,Prueba,15/07/2019,,Medio Bajo,1.63,M,CUENTAS Y PLAZO FIJO,15/07/2019
SOL000519,NEGOCIOS FINANCIEROS,Asignado,11/07/2019,,Bajo,0.68,,OPERACIONES FINANCIERAS,16/07/2019
SOL000518,BANCA AGROPECUARIA,Asignado,11/07/2019,,Alto,5.56,,INTERNET / MOBILE,11/07/2019
SOL000517,GESTION DE LAS PERSONAS,Asignado,05/07/2019,,Medio Bajo,1.96,M,INTRANET,29/07/2019
SOL000516,CONTADURIA,Cerrado,05/07/2019,,Medio Bajo,1.74,M,REGIMENES INFORMATIVOS,05/07/2019
SOL000515,SOPORTE DEL NEGOCIO,Cancelado,04/07/2019,25/07/2019,Bajo,1.15,,,
SOL000514,ASUNTOS JUDICIALES,Asignado,03/07/2019,,Medio Bajo,1.63,,MORA EMERIX,23/07/2019
SOL000513,SOPORTE DEL NEGOCIO,Desarrollo,03/07/2019,,Medio Alto,4.36,,MEDIOS DE PAGOS,31/07/2019
SOL000512,RECUPERO DE DEUDAS,Asignado,02/07/2019,,Medio Bajo,2.07,,MORA EMERIX,18/07/2019
SOL000511,GESTION DE LAS PERSONAS,Cancelado,02/07/2019,20/09/2019,Medio Bajo,1.78,,INTRANET,
SOL000510,SOPORTE DEL NEGOCIO,Cancelado,02/07/2019,09/08/2019,Medio Bajo,2.2,,PAGOS Y SERVICIOS,
SOL000509,SOPORTE DEL NEGOCIO,Cancelado,02/07/2019,11/09/2019,Alto,6.6,,DATAWAREHOUSE,
SOL000508,RED COMERCIAL,Desarrollo,01/07/2019,,Medio Bajo,1.74,,SUCURSALES BACK END,01/08/2019
SOL000507,PRODUCTOS,Cerrado,04/07/2019,11/09/2019,Medio Bajo,3,,CONTRATACIONES,12/07/2019
SOL000506,BANCA INSTITUCIONAL,Cancelado,28/06/2019,01/08/2019,Medio Alto,4.5,,,
SOL000505,PROCESOS Y ORGANIZACION,Desarrollo,28/06/2019,,Medio Alto,4.71,S,BIP CANAL,11/07/2019
SOL000504,PROCESOS Y ORGANIZACION,Cerrado,28/06/2019,,Medio Bajo,2,,SUCURSALES BACK END,01/07/2019
SOL000503,MERCADO DE CAPITALES,Asignado,26/06/2019,,Bajo,1.35,,TITULOS,01/07/2019
SOL000502,GESTION DE LAS PERSONAS,Cerrado,26/06/2019,12/08/2019,Bajo,0.57,S,META 4,02/07/2019
SOL000501,SOPORTE DEL NEGOCIO,Asignado,25/06/2019,,Muy Bajo,0.12,XS,TARJETAS,31/07/2019
SOL000500,CONTADURIA,Prueba,25/06/2019,,Bajo,1.14,M,CONTABILIDAD,04/07/2019
SOL000499,MERCADO DE CAPITALES,Asignado,25/06/2019,,Bajo,0.9,,TITULOS,16/07/2019
SOL000498,PRODUCTOS EMPRESAS,Cerrado,24/06/2019,06/09/2019,Medio Alto,3.71,S,CUENTAS Y PLAZO FIJO,03/07/2019
SOL000497,BANCA INSTITUCIONAL,Cerrado,10/07/2019,26/08/2019,Alto,5.88,S,PAGOS Y SERVICIOS,15/07/2019
SOL000496,CONTADURIA,Cerrado,21/06/2019,,Medio Bajo,1.92,M,REGIMENES INFORMATIVOS,26/06/2019
SOL000495,MARKETING,Cerrado,21/06/2019,,Medio Alto,3.55,S,TARJETAS,03/07/2019
SOL000494,CONTADURIA,Cerrado,21/06/2019,,Medio Bajo,1.92,M,REGIMENES INFORMATIVOS,26/06/2019
SOL000493,NEGOCIOS FINANCIEROS,Asignado,21/06/2019,,Muy Bajo,0.32,L,OPERACIONES FINANCIERAS,02/07/2019
SOL000492,NEGOCIOS FINANCIEROS,Asignado,21/06/2019,,Muy Bajo,0.5,L,OPERACIONES FINANCIERAS,02/07/2019
SOL000491,RECUPERO DE DEUDAS,Validacion,21/06/2019,,Medio Bajo,1.65,,COBRANZAS,
SOL000490,RECUPERO DE DEUDAS,En Redefinicion,21/06/2019,,Medio Bajo,1.52,,,
SOL000489,MERCADO DE CAPITALES,Asignado,21/06/2019,,Medio Bajo,2.48,,TITULOS,26/06/2019
SOL000488,PROCESOS Y ORGANIZACION,Prueba,19/06/2019,,Medio Alto,3.5,M,CRM,25/06/2019
SOL000487,SEGMENTOS,Validacion,19/06/2019,,Alto,5.24,,DATAWAREHOUSE,
SOL000486,PRODUCTOS,Prueba,19/06/2019,,Medio Bajo,2.4,,ATM / IB / BE,24/06/2019
SOL000485,MERCADO DE CAPITALES,Cerrado,19/06/2019,18/09/2019,Medio Bajo,1.95,,SUCURSALES BACK END,26/06/2019
SOL000484,ESTUDIOS ECONOMICOS Y SOCIALES,Cancelado,19/06/2019,02/09/2019,Bajo,0.66,,INTRANET,
SOL000483,SEGMENTOS,Desarrollo,18/06/2019,,Medio Alto,3.85,M,CUENTAS Y PLAZO FIJO,17/07/2019
SOL000482,PROCESOS Y ORGANIZACION,Cerrado,18/06/2019,23/08/2019,Medio Bajo,2.32,,CONTRATACIONES,26/06/2019
SOL000481,PROCESOS Y ORGANIZACION,Asignado,18/06/2019,,Medio Bajo,1.52,M,PRESTAMOS,27/06/2019
SOL000480,MARKETING,Desarrollo,14/06/2019,,Alto,5.82,M,TARJETAS,01/10/2019
SOL000479,CONTADURIA,Cerrado,14/06/2019,12/07/2019,Medio Bajo,2.33,M,IMPUESTOS,18/06/2019
SOL000478,CONTADURIA,Cerrado,14/06/2019,12/07/2019,Medio Bajo,2.33,M,IMPUESTOS,18/06/2019
SOL000477,MERCADO DE CAPITALES,Prueba,14/06/2019,,Medio Bajo,2.79,,SUCURSALES BACK END,19/06/2019
SOL000476,PRODUCTOS,Cancelado,14/06/2019,14/06/2019,Bajo,0.98,,,
SOL000475,COMERCIO EXTERIOR,Cancelado,12/06/2019,17/09/2019,Medio Bajo,1.95,,SUCURSALES BACK END,17/07/2019
SOL000474,PROCESOS Y ORGANIZACION,Cancelado,12/06/2019,02/07/2019,Medio Alto,3.61,,CUENTAS Y PLAZO FIJO,18/06/2019
SOL000473,CONTADURIA,Desarrollo,11/06/2019,,Medio Bajo,1.85,M,IMPUESTOS,14/06/2019
SOL000472,PROCESOS Y ORGANIZACION,Cerrado,10/06/2019,15/08/2019,Medio Bajo,1.8,,CHEQUES Y DESCUENTO DE DOCUMENTOS,18/06/2019
SOL000471,CONTADURIA,Prueba,10/06/2019,,Bajo,1.46,L,IMPUESTOS,12/06/2019
SOL000470,MARKETING,Asignado,10/06/2019,,Medio Alto,4.3,,CRM,12/06/2019
SOL000469,PRODUCTOS,Desarrollo,10/06/2019,,Medio Bajo,1.84,M,PRESTAMOS,10/06/2019
SOL000468,MARKETING,Asignado,13/06/2019,,Medio Alto,3.95,,TARJETAS,21/06/2019
SOL000467,NEGOCIOS FINANCIEROS,Asignado,10/06/2019,,Muy Bajo,0.5,,OPERACIONES FINANCIERAS,10/06/2019
SOL000466,BANCA INSTITUCIONAL,Cancelado,10/06/2019,18/09/2019,Muy Bajo,0.5,,PAGOS Y SERVICIOS,
SOL000465,MARKETING,Desarrollo,13/06/2019,,Medio Alto,4.49,,BIP CANAL,19/06/2019
SOL000464,MARKETING,Cerrado,07/06/2019,,Medio Bajo,1.95,,BIP CANAL,12/06/2019
SOL000463,PRODUCTOS,Asignado,07/06/2019,,Medio Bajo,2.16,,BIP SUCURSALES,11/06/2019
SOL000462,MARKETING,Desarrollo,06/06/2019,,Alto,6.76,S,INTERNET / MOBILE,11/06/2019
SOL000461,PROCESOS Y ORGANIZACION,Desarrollo,06/06/2019,,Bajo,1.35,,INTERNET / MOBILE,07/06/2019
SOL000460,CONTADURIA,Cerrado,04/06/2019,,Medio Bajo,1.74,M,REGIMENES INFORMATIVOS,05/06/2019
SOL000459,BANCA INSTITUCIONAL,Cerrado,04/06/2019,21/08/2019,Alto,6.1,M,PAGOS Y SERVICIOS,07/06/2019
SOL000458,PROCESOS Y ORGANIZACION,Prueba,04/06/2019,,Bajo,0.74,S,PAGOS Y SERVICIOS,06/06/2019
SOL000457,PRODUCTOS,Cancelado,04/06/2019,,Medio Bajo,1.84,,PRESTAMOS,
SOL000456,MERCADO DE CAPITALES,Asignado,03/06/2019,,Medio Bajo,2.79,,BIP CANAL,14/06/2019
SOL000455,RECUPERO DE DEUDAS,Asignado,03/06/2019,,Bajo,0.64,,MORA EMERIX,21/06/2019
SOL000454,SOPORTE DEL NEGOCIO,Asignado,03/06/2019,,Bajo,0.8,S,SISTEMA DE GESTION INTERNA,23/09/2019
SOL000453,CONTADURIA,Asignado,03/06/2019,,Muy Bajo,0.5,L,CAPRI,12/06/2019
SOL000452,PRODUCTOS EMPRESAS,Prueba,31/05/2019,,Alto,5.09,,BIP CANAL,26/07/2019
SOL000451,SOPORTE DEL NEGOCIO,Prueba,31/05/2019,,Medio Bajo,2.82,,ATM / IB / BE,07/06/2019
SOL000450,SOPORTE DEL NEGOCIO,Asignado,31/05/2019,,Muy Bajo,0.18,,ATM / IB / BE,28/08/2019
SOL000449,PREVENCION DEL LAVADO DE ACTIVOS,Cerrado,31/05/2019,12/07/2019,Bajo,1.12,S,CONTRATACIONES,
SOL000448,PREVENCION DEL LAVADO DE ACTIVOS,Cancelado,31/05/2019,14/08/2019,Bajo,1.12,,ATM / IB / BE,05/07/2019
SOL000447,PRODUCTOS,Asignado,29/05/2019,,Medio Alto,3.18,S,PRESTAMOS,10/06/2019
SOL000446,BANCA INSTITUCIONAL,Cerrado,28/05/2019,26/09/2019,Bajo,1.4,S,PAGOS Y SERVICIOS,
SOL000445,PROCESOS Y ORGANIZACION,Desarrollo,28/05/2019,,Bajo,1.22,,SUCURSALES BACK END,12/06/2019
SOL000444,BANCA HIPOTECARIA,Cancelado,28/05/2019,29/05/2019,Medio Bajo,1.62,,PRESTAMOS,
SOL000443,PRODUCTOS,En Redefinicion,27/05/2019,,Medio Bajo,2.76,,,
SOL000442,BANCA INSTITUCIONAL,Desarrollo,27/05/2019,,Bajo,1.3,S,PAGOS Y SERVICIOS,05/06/2019
SOL000441,RECUPERO DE DEUDAS,Asignado,27/05/2019,,Medio Bajo,1.94,,MORA EMERIX,21/06/2019
SOL000440,RECUPERO DE DEUDAS,Asignado,27/05/2019,,Medio Alto,3.06,,MORA EMERIX,21/06/2019
SOL000439,GESTION DE LAS PERSONAS,Cerrado,23/05/2019,19/07/2019,Muy Bajo,0.32,S,META 4,19/07/2019
SOL000438,NEGOCIOS FINANCIEROS,Asignado,22/05/2019,,Muy Bajo,0.5,L,OPERACIONES FINANCIERAS,
SOL000437,PRODUCTOS,Cerrado,22/05/2019,31/07/2019,Medio Bajo,1.84,M,GARANTIAS,04/06/2019
SOL000436,BANCA HIPOTECARIA,Cerrado,22/05/2019,05/07/2019,Bajo,1.3,XS,PRESTAMOS,
SOL000435,PRODUCTOS,Cerrado,22/05/2019,11/07/2019,Bajo,1.48,,BIP CANAL,
SOL000434,PRODUCTOS,Cerrado,21/05/2019,01/10/2019,Medio Alto,4.91,M,PRESTAMOS,05/06/2019
